event_id,order_id,sku,quantity,unit_price,sales_total_ngn,event_date,total_amount_ngn
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,ORD-000007,SKU-0124,1,3000.0,3000.0,2023-11-28,63.79
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,ORD-000007,SKU-0111,2,18000.0,36000.0,2023-11-28,63.79
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,ORD-000007,SKU-0111,2,18000.0,36000.0,2023-11-28,63.79
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,ORD-000007,SKU-0111,2,18000.0,36000.0,2023-11-28,63.79
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,ORD-000007,SKU-0111,2,18000.0,36000.0,2023-11-28,63.79
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,ORD-000007,SKU-0111,2,18000.0,36000.0,2023-11-28,63.79
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,ORD-000007,SKU-0099,2,3500.0,7000.0,2023-11-28,63.79
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,ORD-000007,SKU-0099,2,3500.0,7000.0,2023-11-28,63.79
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,ORD-000007,SKU-0099,2,3500.0,7000.0,2023-11-28,63.79
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,ORD-000007,SKU-0099,2,3500.0,7000.0,2023-11-28,63.79
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,ORD-000007,SKU-0099,2,3500.0,7000.0,2023-11-28,63.79
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,ORD-000007,SKU-0185,1,3500.0,3500.0,2023-11-28,63.79
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,ORD-000007,SKU-0185,1,3500.0,3500.0,2023-11-28,63.79
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,ORD-000007,SKU-0185,1,3500.0,3500.0,2023-11-28,63.79
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,ORD-000007,SKU-0185,1,3500.0,3500.0,2023-11-28,63.79
1ae4b6a558f47b7b48177e8eb95a367e09495f800230c6795f481408d06d201f,ORD-000007,SKU-0185,1,3500.0,3500.0,2023-11-28,63.79
51f122c636a2e5268ff6ee7c164f8567f2843e2ed0efc9c34f3fbcf208af2d1c,ORD-000015,SKU-0210,1,13000.0,13000.0,2023-12-01,13000.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0040,1,10000.0,10000.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0040,1,10000.0,10000.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0040,1,10000.0,10000.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0040,1,10000.0,10000.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0040,1,10000.0,10000.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0088,3,4500.0,13500.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0088,3,4500.0,13500.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0088,3,4500.0,13500.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0088,3,4500.0,13500.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0088,3,4500.0,13500.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0163,2,9500.0,19000.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0163,2,9500.0,19000.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0163,2,9500.0,19000.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0163,2,9500.0,19000.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0163,2,9500.0,19000.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0116,2,12200.0,24400.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0116,2,12200.0,24400.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0116,2,12200.0,24400.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0116,2,12200.0,24400.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0116,2,12200.0,24400.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0098,2,6500.0,13000.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0098,2,6500.0,13000.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0098,2,6500.0,13000.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0098,2,6500.0,13000.0,2023-12-16,80400.0
3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,ORD-000027,SKU-0098,2,6500.0,13000.0,2023-12-16,80400.0
03cdad8968516d19db83b33c9a0b2a9e8cd1c8d9db96af013f097d5eb9b3ff5e,ORD-000038,SKU-0001,1,9200.0,9200.0,2023-12-24,22200.0
03cdad8968516d19db83b33c9a0b2a9e8cd1c8d9db96af013f097d5eb9b3ff5e,ORD-000038,SKU-0001,1,9200.0,9200.0,2023-12-24,22200.0
03cdad8968516d19db83b33c9a0b2a9e8cd1c8d9db96af013f097d5eb9b3ff5e,ORD-000038,SKU-0001,1,9200.0,9200.0,2023-12-24,22200.0
03cdad8968516d19db83b33c9a0b2a9e8cd1c8d9db96af013f097d5eb9b3ff5e,ORD-000038,SKU-0144,3,3500.0,10500.0,2023-12-24,22200.0
03cdad8968516d19db83b33c9a0b2a9e8cd1c8d9db96af013f097d5eb9b3ff5e,ORD-000038,SKU-0144,3,3500.0,10500.0,2023-12-24,22200.0
03cdad8968516d19db83b33c9a0b2a9e8cd1c8d9db96af013f097d5eb9b3ff5e,ORD-000038,SKU-0144,3,3500.0,10500.0,2023-12-24,22200.0
03cdad8968516d19db83b33c9a0b2a9e8cd1c8d9db96af013f097d5eb9b3ff5e,ORD-000038,SKU-0017,1,2500.0,2500.0,2023-12-24,22200.0
03cdad8968516d19db83b33c9a0b2a9e8cd1c8d9db96af013f097d5eb9b3ff5e,ORD-000038,SKU-0017,1,2500.0,2500.0,2023-12-24,22200.0
03cdad8968516d19db83b33c9a0b2a9e8cd1c8d9db96af013f097d5eb9b3ff5e,ORD-000038,SKU-0017,1,2500.0,2500.0,2023-12-24,22200.0
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,ORD-000045,SKU-0104,2,25000.0,50000.0,2023-12-23,87000.0
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,ORD-000045,SKU-0104,2,25000.0,50000.0,2023-12-23,87000.0
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,ORD-000045,SKU-0104,2,25000.0,50000.0,2023-12-23,87000.0
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,ORD-000045,SKU-0104,2,25000.0,50000.0,2023-12-23,87000.0
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,ORD-000045,SKU-0202,3,4500.0,13500.0,2023-12-23,87000.0
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,ORD-000045,SKU-0202,3,4500.0,13500.0,2023-12-23,87000.0
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,ORD-000045,SKU-0202,3,4500.0,13500.0,2023-12-23,87000.0
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,ORD-000045,SKU-0202,3,4500.0,13500.0,2023-12-23,87000.0
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,ORD-000045,SKU-0016,2,6500.0,13000.0,2023-12-23,87000.0
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,ORD-000045,SKU-0016,2,6500.0,13000.0,2023-12-23,87000.0
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,ORD-000045,SKU-0016,2,6500.0,13000.0,2023-12-23,87000.0
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,ORD-000045,SKU-0016,2,6500.0,13000.0,2023-12-23,87000.0
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,ORD-000045,SKU-0142,3,3500.0,10500.0,2023-12-23,87000.0
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,ORD-000045,SKU-0142,3,3500.0,10500.0,2023-12-23,87000.0
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,ORD-000045,SKU-0142,3,3500.0,10500.0,2023-12-23,87000.0
2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,ORD-000045,SKU-0142,3,3500.0,10500.0,2023-12-23,87000.0
70ab9d000f4003f2f6396c47bd20cc2682233c14d956d36e46d096eb15113dd4,ORD-000051,SKU-0114,3,2500.0,7500.0,2023-09-28,37900.0
70ab9d000f4003f2f6396c47bd20cc2682233c14d956d36e46d096eb15113dd4,ORD-000051,SKU-0114,3,2500.0,7500.0,2023-09-28,37900.0
70ab9d000f4003f2f6396c47bd20cc2682233c14d956d36e46d096eb15113dd4,ORD-000051,SKU-0114,3,2500.0,7500.0,2023-09-28,37900.0
70ab9d000f4003f2f6396c47bd20cc2682233c14d956d36e46d096eb15113dd4,ORD-000051,SKU-0114,3,2500.0,7500.0,2023-09-28,37900.0
70ab9d000f4003f2f6396c47bd20cc2682233c14d956d36e46d096eb15113dd4,ORD-000051,SKU-0020,1,9500.0,9500.0,2023-09-28,37900.0
70ab9d000f4003f2f6396c47bd20cc2682233c14d956d36e46d096eb15113dd4,ORD-000051,SKU-0020,1,9500.0,9500.0,2023-09-28,37900.0
70ab9d000f4003f2f6396c47bd20cc2682233c14d956d36e46d096eb15113dd4,ORD-000051,SKU-0020,1,9500.0,9500.0,2023-09-28,37900.0
70ab9d000f4003f2f6396c47bd20cc2682233c14d956d36e46d096eb15113dd4,ORD-000051,SKU-0020,1,9500.0,9500.0,2023-09-28,37900.0
70ab9d000f4003f2f6396c47bd20cc2682233c14d956d36e46d096eb15113dd4,ORD-000051,SKU-0055,1,7500.0,7500.0,2023-09-28,37900.0
70ab9d000f4003f2f6396c47bd20cc2682233c14d956d36e46d096eb15113dd4,ORD-000051,SKU-0055,1,7500.0,7500.0,2023-09-28,37900.0
70ab9d000f4003f2f6396c47bd20cc2682233c14d956d36e46d096eb15113dd4,ORD-000051,SKU-0055,1,7500.0,7500.0,2023-09-28,37900.0
70ab9d000f4003f2f6396c47bd20cc2682233c14d956d36e46d096eb15113dd4,ORD-000051,SKU-0055,1,7500.0,7500.0,2023-09-28,37900.0
70ab9d000f4003f2f6396c47bd20cc2682233c14d956d36e46d096eb15113dd4,ORD-000051,SKU-0028,2,6700.0,13400.0,2023-09-28,37900.0
70ab9d000f4003f2f6396c47bd20cc2682233c14d956d36e46d096eb15113dd4,ORD-000051,SKU-0028,2,6700.0,13400.0,2023-09-28,37900.0
70ab9d000f4003f2f6396c47bd20cc2682233c14d956d36e46d096eb15113dd4,ORD-000051,SKU-0028,2,6700.0,13400.0,2023-09-28,37900.0
70ab9d000f4003f2f6396c47bd20cc2682233c14d956d36e46d096eb15113dd4,ORD-000051,SKU-0028,2,6700.0,13400.0,2023-09-28,37900.0
dd09349b0c52d6426fdddd49eb429a523d53673d28f05638a8c0f0966fef29dc,ORD-000053,SKU-0064,3,9000.0,27000.0,2023-01-17,44000.0
dd09349b0c52d6426fdddd49eb429a523d53673d28f05638a8c0f0966fef29dc,ORD-000053,SKU-0064,3,9000.0,27000.0,2023-01-17,44000.0
dd09349b0c52d6426fdddd49eb429a523d53673d28f05638a8c0f0966fef29dc,ORD-000053,SKU-0064,3,9000.0,27000.0,2023-01-17,44000.0
dd09349b0c52d6426fdddd49eb429a523d53673d28f05638a8c0f0966fef29dc,ORD-000053,SKU-0091,1,9500.0,9500.0,2023-01-17,44000.0
dd09349b0c52d6426fdddd49eb429a523d53673d28f05638a8c0f0966fef29dc,ORD-000053,SKU-0091,1,9500.0,9500.0,2023-01-17,44000.0
dd09349b0c52d6426fdddd49eb429a523d53673d28f05638a8c0f0966fef29dc,ORD-000053,SKU-0091,1,9500.0,9500.0,2023-01-17,44000.0
dd09349b0c52d6426fdddd49eb429a523d53673d28f05638a8c0f0966fef29dc,ORD-000053,SKU-0061,3,2500.0,7500.0,2023-01-17,44000.0
dd09349b0c52d6426fdddd49eb429a523d53673d28f05638a8c0f0966fef29dc,ORD-000053,SKU-0061,3,2500.0,7500.0,2023-01-17,44000.0
dd09349b0c52d6426fdddd49eb429a523d53673d28f05638a8c0f0966fef29dc,ORD-000053,SKU-0061,3,2500.0,7500.0,2023-01-17,44000.0
bd136e1b7d500299471f99a090d52bccd912c3056e38881ccc6144581e18ec2b,ORD-000064,SKU-0063,1,25500.0,25500.0,2023-05-30,79.32
bd136e1b7d500299471f99a090d52bccd912c3056e38881ccc6144581e18ec2b,ORD-000064,SKU-0063,1,25500.0,25500.0,2023-05-30,79.32
bd136e1b7d500299471f99a090d52bccd912c3056e38881ccc6144581e18ec2b,ORD-000064,SKU-0063,1,25500.0,25500.0,2023-05-30,79.32
bd136e1b7d500299471f99a090d52bccd912c3056e38881ccc6144581e18ec2b,ORD-000064,SKU-0063,1,25500.0,25500.0,2023-05-30,79.32
bd136e1b7d500299471f99a090d52bccd912c3056e38881ccc6144581e18ec2b,ORD-000064,SKU-0147,3,7000.0,21000.0,2023-05-30,79.32
bd136e1b7d500299471f99a090d52bccd912c3056e38881ccc6144581e18ec2b,ORD-000064,SKU-0147,3,7000.0,21000.0,2023-05-30,79.32
bd136e1b7d500299471f99a090d52bccd912c3056e38881ccc6144581e18ec2b,ORD-000064,SKU-0147,3,7000.0,21000.0,2023-05-30,79.32
bd136e1b7d500299471f99a090d52bccd912c3056e38881ccc6144581e18ec2b,ORD-000064,SKU-0147,3,7000.0,21000.0,2023-05-30,79.32
bd136e1b7d500299471f99a090d52bccd912c3056e38881ccc6144581e18ec2b,ORD-000064,SKU-0048,1,26000.0,26000.0,2023-05-30,79.32
bd136e1b7d500299471f99a090d52bccd912c3056e38881ccc6144581e18ec2b,ORD-000064,SKU-0048,1,26000.0,26000.0,2023-05-30,79.32
bd136e1b7d500299471f99a090d52bccd912c3056e38881ccc6144581e18ec2b,ORD-000064,SKU-0048,1,26000.0,26000.0,2023-05-30,79.32
bd136e1b7d500299471f99a090d52bccd912c3056e38881ccc6144581e18ec2b,ORD-000064,SKU-0048,1,26000.0,26000.0,2023-05-30,79.32
bd136e1b7d500299471f99a090d52bccd912c3056e38881ccc6144581e18ec2b,ORD-000064,SKU-0131,2,2500.0,5000.0,2023-05-30,79.32
bd136e1b7d500299471f99a090d52bccd912c3056e38881ccc6144581e18ec2b,ORD-000064,SKU-0131,2,2500.0,5000.0,2023-05-30,79.32
bd136e1b7d500299471f99a090d52bccd912c3056e38881ccc6144581e18ec2b,ORD-000064,SKU-0131,2,2500.0,5000.0,2023-05-30,79.32
bd136e1b7d500299471f99a090d52bccd912c3056e38881ccc6144581e18ec2b,ORD-000064,SKU-0131,2,2500.0,5000.0,2023-05-30,79.32
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0035,2,9500.0,19000.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0035,2,9500.0,19000.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0035,2,9500.0,19000.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0035,2,9500.0,19000.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0035,2,9500.0,19000.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0041,2,7000.0,14000.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0041,2,7000.0,14000.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0041,2,7000.0,14000.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0041,2,7000.0,14000.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0041,2,7000.0,14000.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0151,2,7500.0,15000.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0151,2,7500.0,15000.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0151,2,7500.0,15000.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0151,2,7500.0,15000.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0151,2,7500.0,15000.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0181,3,9500.0,28500.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0181,3,9500.0,28500.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0181,3,9500.0,28500.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0181,3,9500.0,28500.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0181,3,9500.0,28500.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0121,1,9500.0,9500.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0121,1,9500.0,9500.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0121,1,9500.0,9500.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0121,1,9500.0,9500.0,2023-02-27,86000.0
80364ebac63c88baf3894a9b64c40fbd99f03b0ce5167a0230fb5b4b58c11cca,ORD-000067,SKU-0121,1,9500.0,9500.0,2023-02-27,86000.0
daea239d04bfe6d9cee5cbddc3d7a3277787b9bbb4ede61ecf88ec9051331af2,ORD-000072,SKU-0082,2,6500.0,13000.0,2023-07-05,41.05
daea239d04bfe6d9cee5cbddc3d7a3277787b9bbb4ede61ecf88ec9051331af2,ORD-000072,SKU-0082,2,6500.0,13000.0,2023-07-05,41.05
daea239d04bfe6d9cee5cbddc3d7a3277787b9bbb4ede61ecf88ec9051331af2,ORD-000072,SKU-0082,2,6500.0,13000.0,2023-07-05,41.05
daea239d04bfe6d9cee5cbddc3d7a3277787b9bbb4ede61ecf88ec9051331af2,ORD-000072,SKU-0196,1,4200.0,4200.0,2023-07-05,41.05
daea239d04bfe6d9cee5cbddc3d7a3277787b9bbb4ede61ecf88ec9051331af2,ORD-000072,SKU-0196,1,4200.0,4200.0,2023-07-05,41.05
daea239d04bfe6d9cee5cbddc3d7a3277787b9bbb4ede61ecf88ec9051331af2,ORD-000072,SKU-0196,1,4200.0,4200.0,2023-07-05,41.05
